23	1 8 6
24	1 10 6
25	1 30
26	90 1 3 10
27	4 30 1 3 18
28	10 2
29	2 30 1 3 90
30	5 50
32	-1
-1	np
33	-1
-1	np
34	-1
-1	np
35	-1
-1	np
36	-1
-1	np
37	-1
0	1 2 18
1	5 1 3
2	3 27
3	12 4 1 2
4	36 6
5	1 3 6
6	2 1 9 3 18
7	36 1 9 2
8	1 9
9	27 1 3 18
10	18 6 54 1 3 2
11	4
12	18 36 1 9 2
13	5 2 36 6 1 90
14	6 1 9 18
15	6
16	18 54 3 2
17	18 1 3 27
18	21 7
19	21 7
20	18 1 3 27
21	18 54 3 2
22	6
23	6 1 9 18
24	5 90 36 6 1 2
25	18 36 1 9 2
26	4
27	18 6 54 1 3 2
28	27 1 3 18
29	1 9
30	36 1 9 2
31	2 1 9 3 18
32	1 3 6
33	36 6
34	12 4 1 2
35	3 27
36	5 1 3
38	-1
-1	np
39	-1
-1	np
40	-1
-1	np
41	-1
0	4 1 8 2
